event_id,event_name,event_type,timestamp,user_id,persona,src_ip,domain_name,city,country,os,user_agent,device_type,login_type,tls_version,records_accessed,query_complexity,is_admin_action,label,scenario,reconstruction_error,interestingness_score,reasons,is_interesting
evt_test_00524,SOQLQuery,query,2026-03-21T07:18:18+00:00,u_sales_traveler_002,traveling_sales_rep,172.16.4.168,login.salesforce.com,San Francisco,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.3,39,2,False,0,benign,0.055047173,43.78,"{""login_hour_deviation"": {""circular_hour_distance"": 6.89, ""normal_mean_hour"": 13.89, ""value"": 7}}",False
evt_test_00525,SOQLQuery,query,2026-03-22T16:52:54+00:00,u_sales_traveler_002,traveling_sales_rep,172.16.4.209,mycompany.my.salesforce.com,New York,US,iOS,SalesforceMobileSDK iOS,laptop,OAuth,TLS1.3,148,3,False,0,benign,0.05234604,55.0,"{""high_records_accessed"": {""normal_mean"": 34.75, ""normal_p95"": 111.35, ""normal_std"": 37.14, ""value"": 148.0, ""z_score"": 3.05}}",False
evt_test_00526,Login,auth,2026-03-23T22:18:23+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.110,mycompany.my.salesforce.com,San Francisco,US,iOS,SalesforceMobileSDK iOS,mobile,SSO,TLS1.2,9,0,False,0,benign,0.07379225,53.79,"{""login_hour_deviation"": {""circular_hour_distance"": 8.11, ""normal_mean_hour"": 13.89, ""value"": 22}}",False
evt_test_00527,SOQLQuery,query,2026-03-24T19:29:58+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.0.34,login.salesforce.com,Boston,US,iOS,SalesforceMobileSDK iOS,mobile,SSO,TLS1.3,89,2,False,0,benign,0.042234637,35.71,{},False
evt_test_00528,DashboardView,data_access,2026-03-25T15:01:47+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.0.61,login.salesforce.com,Boston,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.3,12,0,False,0,benign,0.06637664,50.06,{},False
evt_test_00529,Logout,auth,2026-03-26T08:01:49+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.198,mycompany.my.salesforce.com,Boston,US,iOS,SalesforceMobileSDK iOS,laptop,SSO,TLS1.2,8,0,False,0,benign,0.073189534,53.5,{},False
evt_test_00530,SOQLQuery,query,2026-03-27T14:02:04+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.175,login.salesforce.com,New York,US,macOS,Mozilla/5.0 macOS Safari,mobile,SSO,TLS1.3,67,2,False,0,benign,0.041841436,35.45,{},False
evt_test_00531,Logout,auth,2026-03-28T08:09:54+00:00,u_sales_traveler_002,traveling_sales_rep,172.16.4.76,mycompany.my.salesforce.com,Boston,US,iOS,SalesforceMobileSDK iOS,laptop,OAuth,TLS1.2,2,0,False,0,benign,0.07257445,53.2,{},False
evt_test_00532,Logout,auth,2026-03-15T12:45:12+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.48,login.salesforce.com,New York,US,iOS,SalesforceMobileSDK iOS,mobile,SSO,TLS1.3,34,0,False,0,benign,0.05699569,44.91,{},False
evt_test_00533,ConnectedAppOAuth,auth,2026-03-16T11:53:22+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.113,login.salesforce.com,San Francisco,US,iOS,SalesforceMobileSDK iOS,laptop,SSO,TLS1.3,7,0,False,0,benign,0.04793635,39.44,{},False
evt_test_00534,DashboardView,data_access,2026-03-17T10:31:48+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.185,mycompany.my.salesforce.com,New York,US,macOS,Mozilla/5.0 macOS Safari,mobile,SSO,TLS1.2,34,0,False,0,benign,0.08649961,59.54,"{""model_reconstruction_error"": {""ratio"": 1.13, ""threshold"": 0.076474, ""value"": 0.0865}}",False
evt_test_00535,ConnectedAppOAuth,auth,2026-03-18T13:35:26+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.223,mycompany.my.salesforce.com,San Francisco,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.3,29,0,False,0,benign,0.047670797,39.27,{},False
evt_test_00536,ConnectedAppOAuth,auth,2026-03-19T09:25:28+00:00,u_sales_traveler_002,traveling_sales_rep,172.16.4.173,login.salesforce.com,San Francisco,US,iOS,SalesforceMobileSDK iOS,mobile,SSO,TLS1.2,32,0,False,0,benign,0.05808755,45.54,{},False
evt_test_00537,Login,auth,2026-03-20T16:12:38+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.36,login.salesforce.com,Boston,US,iOS,SalesforceMobileSDK iOS,laptop,OAuth,TLS1.3,13,0,False,0,benign,0.05285932,42.48,{},False
evt_test_00538,DashboardView,data_access,2026-03-21T18:31:32+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.42,mycompany.my.salesforce.com,Austin,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.2,39,0,False,0,benign,0.08744195,59.94,"{""model_reconstruction_error"": {""ratio"": 1.14, ""threshold"": 0.076474, ""value"": 0.087442}}",False
evt_test_00539,Logout,auth,2026-03-22T08:31:43+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.0.50,mycompany.my.salesforce.com,Boston,US,iOS,SalesforceMobileSDK iOS,mobile,OAuth,TLS1.2,4,0,False,0,benign,0.066257335,50.0,{},False
evt_test_00540,Login,auth,2026-03-23T15:42:31+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.134,mycompany.my.salesforce.com,New York,US,macOS,Mozilla/5.0 macOS Safari,laptop,OAuth,TLS1.3,13,0,False,0,benign,0.042294264,35.75,{},False
evt_test_00541,Login,auth,2026-03-24T20:20:54+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.118,mycompany.my.salesforce.com,New York,US,macOS,Mozilla/5.0 macOS Safari,mobile,SSO,TLS1.2,25,0,False,0,benign,0.06585082,49.79,"{""login_hour_deviation"": {""circular_hour_distance"": 6.11, ""normal_mean_hour"": 13.89, ""value"": 20}}",False
evt_test_00542,DashboardView,data_access,2026-03-25T15:45:24+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.200,login.salesforce.com,Boston,US,macOS,Mozilla/5.0 macOS Safari,laptop,OAuth,TLS1.3,9,0,False,0,benign,0.0675847,50.69,{},False
evt_test_00543,ConnectedAppOAuth,auth,2026-03-26T14:31:37+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.162,mycompany.my.salesforce.com,Austin,US,iOS,SalesforceMobileSDK iOS,mobile,OAuth,TLS1.3,26,0,False,0,benign,0.04402602,36.91,{},False
evt_test_00544,SOQLQuery,query,2026-03-27T17:51:47+00:00,u_sales_traveler_002,traveling_sales_rep,172.16.4.11,mycompany.my.salesforce.com,New York,US,iOS,SalesforceMobileSDK iOS,laptop,OAuth,TLS1.2,89,2,False,0,benign,0.06361178,48.6,{},False
evt_test_00545,DashboardView,data_access,2026-03-28T13:15:41+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.156,login.salesforce.com,Austin,US,macOS,Mozilla/5.0 macOS Safari,mobile,SSO,TLS1.3,16,0,False,0,benign,0.06877656,51.3,{},False
evt_test_00546,SOQLQuery,query,2026-03-15T07:29:42+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.150,mycompany.my.salesforce.com,Boston,US,iOS,SalesforceMobileSDK iOS,laptop,OAuth,TLS1.2,78,1,False,0,benign,0.06744107,50.61,"{""login_hour_deviation"": {""circular_hour_distance"": 6.89, ""normal_mean_hour"": 13.89, ""value"": 7}}",False
evt_test_00547,Login,auth,2026-03-16T09:51:31+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.0.181,login.salesforce.com,San Francisco,US,macOS,Mozilla/5.0 macOS Safari,laptop,OAuth,TLS1.3,21,0,False,0,benign,0.046358142,38.43,{},False
evt_test_00548,DashboardView,data_access,2026-03-17T12:31:40+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.0.220,login.salesforce.com,Boston,US,macOS,Mozilla/5.0 macOS Safari,laptop,OAuth,TLS1.3,28,0,False,0,benign,0.06578974,49.75,{},False
evt_test_00549,ConnectedAppOAuth,auth,2026-03-18T16:17:04+00:00,u_sales_traveler_002,traveling_sales_rep,172.16.4.210,mycompany.my.salesforce.com,Boston,US,iOS,SalesforceMobileSDK iOS,mobile,OAuth,TLS1.2,38,0,False,0,benign,0.054993846,43.75,{},False
evt_test_00550,DashboardView,data_access,2026-03-19T19:25:16+00:00,u_sales_traveler_002,traveling_sales_rep,172.16.4.136,mycompany.my.salesforce.com,San Francisco,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.3,13,0,False,0,benign,0.06164052,47.52,{},False
evt_test_00551,Logout,auth,2026-03-20T19:59:36+00:00,u_sales_traveler_002,traveling_sales_rep,172.16.4.165,login.salesforce.com,Austin,US,iOS,SalesforceMobileSDK iOS,laptop,SSO,TLS1.3,18,0,False,0,benign,0.049077295,40.15,{},False
evt_test_00552,SOQLQuery,query,2026-03-21T19:20:55+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.0.167,login.salesforce.com,Boston,US,macOS,Mozilla/5.0 macOS Safari,laptop,OAuth,TLS1.3,75,4,False,0,benign,0.055766284,44.2,"{""high_query_complexity"": {""normal_mean"": 0.17, ""normal_p95"": 2.0, ""normal_std"": 1.0, ""value"": 4.0, ""z_score"": 3.83}}",False
evt_test_00553,Logout,auth,2026-03-22T09:09:12+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.0.67,mycompany.my.salesforce.com,San Francisco,US,iOS,SalesforceMobileSDK iOS,laptop,OAuth,TLS1.3,16,0,False,0,benign,0.05642985,44.58,{},False
evt_test_00554,ConnectedAppOAuth,auth,2026-03-23T10:01:16+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.173,login.salesforce.com,New York,US,iOS,SalesforceMobileSDK iOS,mobile,SSO,TLS1.3,18,0,False,0,benign,0.046291064,38.38,{},False
evt_test_00555,Login,auth,2026-03-24T15:55:04+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.234,mycompany.my.salesforce.com,New York,US,iOS,SalesforceMobileSDK iOS,laptop,SSO,TLS1.3,39,0,False,0,benign,0.05283311,42.46,{},False
evt_test_00556,Logout,auth,2026-03-25T22:16:31+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.0.65,login.salesforce.com,Boston,US,iOS,SalesforceMobileSDK iOS,mobile,OAuth,TLS1.3,34,0,False,0,benign,0.050252944,40.89,"{""login_hour_deviation"": {""circular_hour_distance"": 8.11, ""normal_mean_hour"": 13.89, ""value"": 22}}",False
evt_test_00557,ConnectedAppOAuth,auth,2026-03-26T09:11:13+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.117,mycompany.my.salesforce.com,Boston,US,macOS,Mozilla/5.0 macOS Safari,mobile,OAuth,TLS1.3,10,0,False,0,benign,0.04775297,39.32,{},False
evt_test_00558,SOQLQuery,query,2026-03-27T19:30:43+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.0.76,login.salesforce.com,San Francisco,US,iOS,SalesforceMobileSDK iOS,laptop,OAuth,TLS1.3,94,1,False,0,benign,0.048540212,39.82,{},False
evt_test_00559,Login,auth,2026-03-30T14:35:24+00:00,u_sales_traveler_002,traveling_sales_rep,185.199.108.77,mycompany.my.salesforce.com,Singapore,SG,Windows,Mozilla/5.0 Windows Chrome,desktop,SSO,TLS1.3,16,0,False,1,impossible_travel,0.093129985,100.0,"{""model_reconstruction_error"": {""ratio"": 1.22, ""threshold"": 0.076474, ""value"": 0.09313}, ""public_or_unfamiliar_ip"": {""normal_private_ip_rate"": 1.0, ""src_ip"": ""185.199.108.77""}, ""unusual_city"": {""normal_values"": [""Austin"", ""Boston"", ""New York"", ""San Francisco""], ""value"": ""Singapore""}, ""unusual_country"": {""normal_values"": [""US""], ""value"": ""SG""}, ""unusual_device_type"": {""normal_values"": [""laptop"", ""mobile""], ""value"": ""desktop""}, ""unusual_os"": {""normal_values"": [""iOS"", ""macOS""], ""value"": ""Windows""}}",True
evt_test_00560,Login,auth,2026-03-31T08:59:52+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.0.81,login.salesforce.com,New York,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,20,0,False,1,unusual_os,0.06729424,50.54,"{""unusual_device_type"": {""normal_values"": [""laptop"", ""mobile""], ""value"": ""desktop""}, ""unusual_os"": {""normal_values"": [""iOS"", ""macOS""], ""value"": ""Linux""}}",False
evt_test_00561,ReportExport,data_access,2026-04-01T21:47:26+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.1.188,mycompany.my.salesforce.com,New York,US,macOS,Mozilla/5.0 macOS Safari,mobile,SSO,TLS1.3,9500,1,False,1,large_data_export,1.793782,100.0,"{""high_records_accessed"": {""normal_mean"": 34.75, ""normal_p95"": 111.35, ""normal_std"": 37.14, ""value"": 9500.0, ""z_score"": 254.88}, ""login_hour_deviation"": {""circular_hour_distance"": 7.11, ""normal_mean_hour"": 13.89, ""value"": 21}, ""model_reconstruction_error"": {""ratio"": 23.46, ""threshold"": 0.076474, ""value"": 1.793782}}",True
evt_test_00562,Login,auth,2026-04-02T06:48:03+00:00,u_sales_traveler_002,traveling_sales_rep,185.199.108.77,login.salesforce.com,Singapore,SG,Windows,Mozilla/5.0 Windows Chrome,desktop,OAuth,TLS1.3,30,0,False,1,impossible_travel,0.10288532,100.0,"{""login_hour_deviation"": {""circular_hour_distance"": 7.89, ""normal_mean_hour"": 13.89, ""value"": 6}, ""model_reconstruction_error"": {""ratio"": 1.35, ""threshold"": 0.076474, ""value"": 0.102885}, ""public_or_unfamiliar_ip"": {""normal_private_ip_rate"": 1.0, ""src_ip"": ""185.199.108.77""}, ""unusual_city"": {""normal_values"": [""Austin"", ""Boston"", ""New York"", ""San Francisco""], ""value"": ""Singapore""}, ""unusual_country"": {""normal_values"": [""US""], ""value"": ""SG""}, ""unusual_device_type"": {""normal_values"": [""laptop"", ""mobile""], ""value"": ""desktop""}, ""unusual_os"": {""normal_values"": [""iOS"", ""macOS""], ""value"": ""Windows""}}",True
evt_test_00563,Login,auth,2026-04-03T09:10:15+00:00,u_sales_traveler_002,traveling_sales_rep,172.16.4.187,login.salesforce.com,San Francisco,US,Linux,Mozilla/5.0 Linux Firefox,desktop,OAuth,TLS1.3,47,3,False,1,unusual_os,0.09108831,61.44,"{""model_reconstruction_error"": {""ratio"": 1.19, ""threshold"": 0.076474, ""value"": 0.091088}, ""unusual_device_type"": {""normal_values"": [""laptop"", ""mobile""], ""value"": ""desktop""}, ""unusual_os"": {""normal_values"": [""iOS"", ""macOS""], ""value"": ""Linux""}}",False
evt_test_00564,ReportExport,data_access,2026-04-04T16:51:18+00:00,u_sales_traveler_002,traveling_sales_rep,10.20.0.26,mycompany.my.salesforce.com,Boston,US,macOS,Mozilla/5.0 macOS Safari,mobile,OAuth,TLS1.2,9500,1,False,1,large_data_export,1.8932847,100.0,"{""high_records_accessed"": {""normal_mean"": 34.75, ""normal_p95"": 111.35, ""normal_std"": 37.14, ""value"": 9500.0, ""z_score"": 254.88}, ""model_reconstruction_error"": {""ratio"": 24.76, ""threshold"": 0.076474, ""value"": 1.893285}}",True
evt_test_00565,Login,auth,2026-04-05T20:12:16+00:00,u_sales_traveler_002,traveling_sales_rep,198.51.100.19,login.salesforce.com,Singapore,SG,Windows,Mozilla/5.0 Windows Chrome,desktop,SSO,TLS1.3,6,0,False,1,impossible_travel,0.083817616,100.0,"{""login_hour_deviation"": {""circular_hour_distance"": 6.11, ""normal_mean_hour"": 13.89, ""value"": 20}, ""model_reconstruction_error"": {""ratio"": 1.1, ""threshold"": 0.076474, ""value"": 0.083818}, ""unusual_city"": {""normal_values"": [""Austin"", ""Boston"", ""New York"", ""San Francisco""], ""value"": ""Singapore""}, ""unusual_country"": {""normal_values"": [""US""], ""value"": ""SG""}, ""unusual_device_type"": {""normal_values"": [""laptop"", ""mobile""], ""value"": ""desktop""}, ""unusual_os"": {""normal_values"": [""iOS"", ""macOS""], ""value"": ""Windows""}}",True
evt_test_00566,Login,auth,2026-04-06T09:00:45+00:00,u_sales_traveler_002,traveling_sales_rep,172.16.4.116,mycompany.my.salesforce.com,New York,US,Linux,Mozilla/5.0 Linux Firefox,desktop,OAuth,TLS1.2,37,0,False,1,unusual_os,0.106310226,67.11,"{""model_reconstruction_error"": {""ratio"": 1.39, ""threshold"": 0.076474, ""value"": 0.10631}, ""unusual_device_type"": {""normal_values"": [""laptop"", ""mobile""], ""value"": ""desktop""}, ""unusual_os"": {""normal_values"": [""iOS"", ""macOS""], ""value"": ""Linux""}}",True
evt_test_00787,Login,auth,2026-03-15T22:04:00+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.43,login.salesforce.com,Seattle,US,macOS,Mozilla/5.0 macOS Safari,laptop,Password,TLS1.3,6,0,False,0,benign,0.05407703,43.2,"{""login_hour_deviation"": {""circular_hour_distance"": 10.43, ""normal_mean_hour"": 11.57, ""value"": 22}}",False
evt_test_00788,DashboardView,data_access,2026-03-16T19:18:07+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.20,login.salesforce.com,Seattle,US,macOS,Mozilla/5.0 macOS Safari,desktop,SSO,TLS1.3,29,0,False,0,benign,0.070536844,52.19,"{""login_hour_deviation"": {""circular_hour_distance"": 7.43, ""normal_mean_hour"": 11.57, ""value"": 19}}",False
evt_test_00789,BulkDataExport,data_export,2026-03-17T22:27:59+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.74,login.salesforce.com,Seattle,US,macOS,Mozilla/5.0 macOS Safari,desktop,Password,TLS1.3,591,4,False,0,benign,0.079527676,56.48,"{""login_hour_deviation"": {""circular_hour_distance"": 10.43, ""normal_mean_hour"": 11.57, ""value"": 22}, ""model_reconstruction_error"": {""ratio"": 1.04, ""threshold"": 0.076474, ""value"": 0.079528}}",False
evt_test_00790,SOQLQuery,query,2026-03-18T22:25:11+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.214,mycompany.my.salesforce.com,Seattle,US,macOS,Mozilla/5.0 macOS Safari,laptop,Password,TLS1.3,243,5,False,0,benign,0.017258713,25.0,"{""login_hour_deviation"": {""circular_hour_distance"": 10.43, ""normal_mean_hour"": 11.57, ""value"": 22}}",False
evt_test_00791,SOQLQuery,query,2026-03-19T00:41:27+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.74,login.salesforce.com,Seattle,US,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.2,586,6,False,0,benign,0.02713965,25.0,"{""login_hour_deviation"": {""circular_hour_distance"": 11.57, ""normal_mean_hour"": 11.57, ""value"": 0}}",False
evt_test_00792,SOQLQuery,query,2026-03-20T23:10:34+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.21,login.salesforce.com,Seattle,US,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.3,359,4,False,0,benign,0.023446007,25.0,"{""login_hour_deviation"": {""circular_hour_distance"": 11.43, ""normal_mean_hour"": 11.57, ""value"": 23}}",False
evt_test_00793,SOQLQuery,query,2026-03-21T23:05:36+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.149,mycompany.my.salesforce.com,Seattle,US,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.2,478,6,False,0,benign,0.037000008,32.09,"{""login_hour_deviation"": {""circular_hour_distance"": 11.43, ""normal_mean_hour"": 11.57, ""value"": 23}}",False
evt_test_00794,SOQLQuery,query,2026-03-22T23:25:32+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.85,mycompany.my.salesforce.com,Seattle,US,Linux,Mozilla/5.0 Linux Firefox,desktop,Password,TLS1.3,296,6,False,0,benign,0.041820716,35.43,"{""login_hour_deviation"": {""circular_hour_distance"": 11.43, ""normal_mean_hour"": 11.57, ""value"": 23}}",False
evt_test_00795,Login,auth,2026-03-23T21:01:37+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.127,login.salesforce.com,Seattle,US,macOS,Mozilla/5.0 macOS Safari,laptop,Password,TLS1.2,33,0,False,0,benign,0.048863433,40.02,"{""login_hour_deviation"": {""circular_hour_distance"": 9.43, ""normal_mean_hour"": 11.57, ""value"": 21}}",False
evt_test_00796,Login,auth,2026-03-24T21:32:33+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.119,login.salesforce.com,Seattle,US,Linux,Mozilla/5.0 Linux Firefox,laptop,Password,TLS1.3,10,0,False,0,benign,0.06482994,49.25,"{""login_hour_deviation"": {""circular_hour_distance"": 9.43, ""normal_mean_hour"": 11.57, ""value"": 21}}",False
evt_test_00797,SOQLQuery,query,2026-03-25T22:13:39+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.44,mycompany.my.salesforce.com,Seattle,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,525,6,False,0,benign,0.0277488,25.19,"{""login_hour_deviation"": {""circular_hour_distance"": 10.43, ""normal_mean_hour"": 11.57, ""value"": 22}}",False
evt_test_00798,SOQLQuery,query,2026-03-26T20:29:20+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.80,login.salesforce.com,Seattle,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,222,3,False,0,benign,0.03101719,27.71,"{""login_hour_deviation"": {""circular_hour_distance"": 8.43, ""normal_mean_hour"": 11.57, ""value"": 20}}",False
evt_test_00799,SOQLQuery,query,2026-03-27T02:16:30+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.200,mycompany.my.salesforce.com,Seattle,US,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.3,883,6,False,0,benign,0.03093633,27.65,"{""login_hour_deviation"": {""circular_hour_distance"": 9.57, ""normal_mean_hour"": 11.57, ""value"": 2}}",False
evt_test_00800,ConnectedAppOAuth,auth,2026-03-28T01:54:39+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.117,mycompany.my.salesforce.com,Seattle,US,macOS,Mozilla/5.0 macOS Safari,desktop,Password,TLS1.3,26,0,False,0,benign,0.05880165,45.94,"{""login_hour_deviation"": {""circular_hour_distance"": 10.57, ""normal_mean_hour"": 11.57, ""value"": 1}}",False
evt_test_00801,ConnectedAppOAuth,auth,2026-03-15T03:00:09+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.79,mycompany.my.salesforce.com,Seattle,US,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.3,16,0,False,0,benign,0.0591321,46.13,"{""login_hour_deviation"": {""circular_hour_distance"": 8.57, ""normal_mean_hour"": 11.57, ""value"": 3}}",False
evt_test_00802,Logout,auth,2026-03-16T02:29:41+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.32,login.salesforce.com,Seattle,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.3,23,0,False,0,benign,0.034032136,29.95,"{""login_hour_deviation"": {""circular_hour_distance"": 9.57, ""normal_mean_hour"": 11.57, ""value"": 2}}",False
evt_test_00803,ConnectedAppOAuth,auth,2026-03-17T20:20:21+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.59,mycompany.my.salesforce.com,Seattle,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,22,0,False,0,benign,0.05264872,42.35,"{""login_hour_deviation"": {""circular_hour_distance"": 8.43, ""normal_mean_hour"": 11.57, ""value"": 20}}",False
evt_test_00804,ReportExport,data_access,2026-03-18T00:36:02+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.20,mycompany.my.salesforce.com,Seattle,US,Linux,Mozilla/5.0 Linux Firefox,laptop,Password,TLS1.3,727,6,False,0,benign,0.076129064,54.9,"{""login_hour_deviation"": {""circular_hour_distance"": 11.57, ""normal_mean_hour"": 11.57, ""value"": 0}}",False
evt_test_00805,SOQLQuery,query,2026-03-19T23:16:40+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.26,login.salesforce.com,Seattle,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,312,6,False,0,benign,0.026426356,25.0,"{""login_hour_deviation"": {""circular_hour_distance"": 11.43, ""normal_mean_hour"": 11.57, ""value"": 23}}",False
evt_test_00806,SOQLQuery,query,2026-03-20T23:11:53+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.28,mycompany.my.salesforce.com,Seattle,US,macOS,Mozilla/5.0 macOS Safari,laptop,Password,TLS1.3,173,5,False,0,benign,0.01772317,25.0,"{""login_hour_deviation"": {""circular_hour_distance"": 11.43, ""normal_mean_hour"": 11.57, ""value"": 23}}",False
evt_test_00807,SOQLQuery,query,2026-03-21T02:30:34+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.183,mycompany.my.salesforce.com,Seattle,US,macOS,Mozilla/5.0 macOS Safari,desktop,Password,TLS1.3,337,7,False,0,benign,0.034744043,30.47,"{""login_hour_deviation"": {""circular_hour_distance"": 9.57, ""normal_mean_hour"": 11.57, ""value"": 2}}",False
evt_test_00808,SOQLQuery,query,2026-03-22T04:39:09+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.175,mycompany.my.salesforce.com,Seattle,US,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.2,1472,5,False,0,benign,0.06459804,80.0,"{""high_records_accessed"": {""normal_mean"": 296.39, ""normal_p95"": 770.85, ""normal_std"": 252.02, ""value"": 1472.0, ""z_score"": 4.66}, ""login_hour_deviation"": {""circular_hour_distance"": 7.57, ""normal_mean_hour"": 11.57, ""value"": 4}}",True
evt_test_00809,SOQLQuery,query,2026-03-23T20:50:43+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.72,login.salesforce.com,Seattle,US,macOS,Mozilla/5.0 macOS Safari,desktop,Password,TLS1.3,249,6,False,0,benign,0.032898992,29.12,"{""login_hour_deviation"": {""circular_hour_distance"": 8.43, ""normal_mean_hour"": 11.57, ""value"": 20}}",False
evt_test_00810,ConnectedAppOAuth,auth,2026-03-24T01:44:34+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.158,mycompany.my.salesforce.com,Seattle,US,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.3,13,0,False,0,benign,0.052357536,42.17,"{""login_hour_deviation"": {""circular_hour_distance"": 10.57, ""normal_mean_hour"": 11.57, ""value"": 1}}",False
evt_test_00811,Login,auth,2026-03-25T23:32:52+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.184,mycompany.my.salesforce.com,Seattle,US,macOS,Mozilla/5.0 macOS Safari,laptop,Password,TLS1.3,20,0,False,0,benign,0.035117198,30.74,"{""login_hour_deviation"": {""circular_hour_distance"": 11.43, ""normal_mean_hour"": 11.57, ""value"": 23}}",False
evt_test_00812,SOQLQuery,query,2026-03-26T21:29:27+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.50,login.salesforce.com,Seattle,US,macOS,Mozilla/5.0 macOS Safari,laptop,Password,TLS1.3,259,7,False,0,benign,0.03177443,28.28,"{""login_hour_deviation"": {""circular_hour_distance"": 9.43, ""normal_mean_hour"": 11.57, ""value"": 21}}",False
evt_test_00813,ConnectedAppOAuth,auth,2026-03-27T20:41:01+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.31,mycompany.my.salesforce.com,Seattle,US,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.3,7,0,False,0,benign,0.044680856,37.34,"{""login_hour_deviation"": {""circular_hour_distance"": 8.43, ""normal_mean_hour"": 11.57, ""value"": 20}}",False
